0,-2.792526803,-0.785398163,0,0,0,-1.362310883,0,-1.24832793
-0.009642522,-2.833916588,-0.890065794,-0.009642522,-0.041389785,-0.104667631,-1.316877376,0.012698413,-1.233275106
-0.019972135,-2.870398823,-0.98569923,-0.010329613,-0.036482235,-0.095633435,-1.27144387,0.025396825,-1.218222282
-0.031062531,-2.902154268,-1.072887077,-0.011090396,-0.031755445,-0.087187847,-1.226010364,0.038095238,-1.203169457
-0.042997916,-2.930274782,-1.153230271,-0.011935385,-0.028120514,-0.080343194,-1.180576858,0.050793651,-1.188116633
-0.055874863,-2.954588541,-1.228399242,-0.012876946,-0.024313758,-0.075168971,-1.135143352,0.063492063,-1.173063809
-0.069804523,-2.976681962,-1.298849719,-0.013929661,-0.022093421,-0.070450478,-1.089709846,0.076190476,-1.158010985
-0.084915411,-2.995942335,-1.365608399,-0.015110888,-0.019260373,-0.06675868,-1.04427634,0.088888889,-1.14295816
-0.101356462,-3.012549454,-1.429169413,-0.01644105,-0.016607119,-0.063561014,-0.998842834,0.101587302,-1.127905336
-0.119301335,-3.027062947,-1.489179447,-0.017944873,-0.014513494,-0.060010034,-0.953409328,0.114285714,-1.112852512
-0.138952828,-3.040265723,-1.546811155,-0.019651493,-0.013202776,-0.057631709,-0.907975822,0.126984127,-1.097799687
-0.160549017,-3.050488076,-1.601860719,-0.021596189,-0.010222352,-0.055049563,-0.862542316,0.13968254,-1.082746863
-0.18436963,-3.059781364,-1.654371483,-0.023820613,-0.009293288,-0.052510764,-0.81710881,0.152380952,-1.067694039
-0.210722434,-3.066078556,-1.704646656,-0.026352805,-0.006297193,-0.050275173,-0.771675304,0.165079365,-1.052641215
-0.239960956,-3.071518084,-1.753158505,-0.029238522,-0.005439527,-0.048511849,-0.726241798,0.177777778,-1.03758839
-0.27252902,-3.075290256,-1.799572865,-0.032568063,-0.003772172,-0.04641436,-0.680808291,0.19047619,-1.022535566
-0.308741115,-3.077777345,-1.843412613,-0.036212095,-0.002487089,-0.043839748,-0.635374785,0.203174603,-1.007482742
-0.349846946,-3.078029384,-1.886114201,-0.041105832,-0.000252039,-0.042701588,-0.589941279,0.215873016,-0.992429917
-0.39666591,-3.077627022,-1.926031577,-0.046818964,0.000402362,-0.039917376,-0.544507773,0.228571429,-0.977377093
-0.44900077,-3.075824795,-1.963909673,-0.05233486,0.001802227,-0.037878096,-0.499074267,0.241269841,-0.962324269
-0.508526307,-3.072634752,-2.000165322,-0.059525537,0.003190043,-0.036255649,-0.453640761,0.253968254,-0.947271445
-0.576973526,-3.069470372,-2.033883309,-0.068447219,0.003164379,-0.033717987,-0.408207255,0.266666667,-0.93221862
-0.654569881,-3.066347113,-2.065395844,-0.077596355,0.003123259,-0.031512535,-0.362773749,0.279365079,-0.917165796
-0.742163124,-3.063875611,-2.094634417,-0.087593243,0.002471502,-0.029238573,-0.317340243,0.292063492,-0.902112972
-0.84040937,-3.062809862,-2.121504431,-0.098246246,0.00106575,-0.026870014,-0.271906737,0.304761905,-0.887060147
-0.948936525,-3.064304579,-2.14557418,-0.108527155,-0.001494717,-0.024069749,-0.226473231,0.317460317,-0.872007323
-1.067031502,-3.068637919,-2.167399252,-0.118094977,-0.00433334,-0.021825072,-0.181039725,0.33015873,-0.856954499
-1.191956199,-3.076585811,-2.186976754,-0.124924696,-0.007947892,-0.019577502,-0.135606219,0.342857143,-0.841901674
-1.320502687,-3.089843761,-2.202887619,-0.128546489,-0.013257951,-0.015910864,-0.090172713,0.355555556,-0.82684885
-1.447736846,-3.107409348,-2.216692238,-0.127234158,-0.017565587,-0.01380462,-0.044739206,0.368253968,-0.811796026
-1.570076042,-3.130382787,-2.226732324,-0.122339196,-0.022973439,-0.010040086,0.0006943,0.380952381,-0.796743202
-1.685538818,-3.157097156,-2.23456172,-0.115462776,-0.02671437,-0.007829396,0.046127806,0.393650794,-0.781690377
-1.790419563,-3.187668214,-2.239038422,-0.104880745,-0.030571058,-0.004476701,0.091561312,0.406349206,-0.766637553
-1.885085883,-3.221072756,-2.240337004,-0.09466632,-0.033404542,-0.001298583,0.136994818,0.419047619,-0.751584729
-1.969093661,-3.256346927,-2.238516555,-0.084007778,-0.035274171,0.001820449,0.182428324,0.431746032,-0.736531904
-2.043349602,-3.292977691,-2.233095003,-0.074255941,-0.036630764,0.005421553,0.22786183,0.444444444,-0.72147908
-2.107998669,-3.329497268,-2.225010504,-0.064649066,-0.036519576,0.008084499,0.273295336,0.457142857,-0.706426256
-2.165847893,-3.365031161,-2.214519593,-0.057849224,-0.035533894,0.010490911,0.318728842,0.46984127,-0.691373432
-2.215866517,-3.400339668,-2.19995428,-0.050018624,-0.035308507,0.014565313,0.364162348,0.482539683,-0.676320607
-2.261064228,-3.433582108,-2.183131769,-0.045197711,-0.03324244,0.016822511,0.409595854,0.495238095,-0.661267783
-2.3007269,-3.464469448,-2.16395981,-0.039662672,-0.03088734,0.019171958,0.45502936,0.507936508,-0.646214959
-2.336129785,-3.49369015,-2.141500652,-0.035402885,-0.029220702,0.022459158,0.500462866,0.520634921,-0.631162134
-2.367636509,-3.520453009,-2.116593995,-0.031506724,-0.026762859,0.024906657,0.545896372,0.533333333,-0.61610931
-2.394909981,-3.545110003,-2.089288299,-0.027273472,-0.024656994,0.027305696,0.591329879,0.546031746,-0.601056486
-2.421342581,-3.56627296,-2.059951659,-0.026432599,-0.021162957,0.02933664,0.636763385,0.558730159,-0.586003662
-2.444340282,-3.585120547,-2.028367447,-0.022997701,-0.018847587,0.031584212,0.682196891,0.571428571,-0.570950837
-2.465159288,-3.601663751,-1.993944923,-0.020819006,-0.016543204,0.034422524,0.727630397,0.584126984,-0.555898013
-2.484143317,-3.615410253,-1.957945915,-0.018984029,-0.013746501,0.035999009,0.773063903,0.596825397,-0.540845189
-2.501501059,-3.625570744,-1.91969662,-0.017357743,-0.010160492,0.038249295,0.818497409,0.60952381,-0.525792364
-2.517423809,-3.633943361,-1.879605563,-0.01592275,-0.008372617,0.040091057,0.863930915,0.622222222,-0.51073954
-2.532074295,-3.640076275,-1.836762065,-0.014650486,-0.006132914,0.042843498,0.909364421,0.634920635,-0.495686716
-2.545593834,-3.642904879,-1.792344321,-0.013519539,-0.002828604,0.044417745,0.954797927,0.647619048,-0.480633891
-2.558104565,-3.643949458,-1.746101735,-0.012510731,-0.00104458,0.046242586,1.000231433,0.66031746,-0.465581067
-2.569712117,-3.642933386,-1.697281135,-0.011607553,0.001016073,0.0488206,1.045664939,0.673015873,-0.450528243
-2.580507345,-3.639500987,-1.646859158,-0.010795228,0.003432399,0.050421977,1.091098445,0.685714286,-0.435475419
-2.590570805,-3.633030037,-1.593908148,-0.01006346,0.00647095,0.05295101,1.136531951,0.698412698,-0.420422594
-2.599972241,-3.625250843,-1.538432647,-0.009401436,0.007779194,0.055475501,1.181965457,0.711111111,-0.40536977
-2.608773636,-3.614345244,-1.480631475,-0.008801394,0.010905598,0.057801171,1.227398964,0.723809524,-0.390316946
-2.617029383,-3.601416417,-1.419669013,-0.008255747,0.012928827,0.060962462,1.27283247,0.736507937,-0.375264121
-2.624787655,-3.586591733,-1.35605131,-0.007758272,0.014824685,0.063617703,1.318265976,0.749206349,-0.360211297
-2.632091251,-3.568753775,-1.288852895,-0.007303596,0.017837958,0.067198415,1.363699482,0.761904762,-0.345158473
-2.638978288,-3.547754034,-1.21756051,-0.006887037,0.02099974,0.071292385,1.409132988,0.774603175,-0.330105649
-2.645482814,-3.524410978,-1.141784875,-0.006504526,0.023343056,0.075775635,1.454566494,0.787301587,-0.315052824
-2.651635327,-3.497363773,-1.060584723,-0.006152514,0.027047206,0.081200152,1.5,0.8,-0.3
